transaction_hash,sender_wallet,receiver_wallet,crypto_amount,crypto_type,timestamp,high_risk_wallet_flag,rapid_transfer_flag,mixer_flag
197e223c31a73bc0f700daacd8bc4af6865ce7f1d547b82d08b876bbbd7f5e33,0x5074b0bfb2584dfa457d8dfe2c1fca8ebad6311b,0x67e0cfb7cdce927ba4c6d6f6dbb4c49ef0ee9474,3.496084,BTC,2026-03-21 06:15:12,0,0,1
bb54387585f344e81e31d1d14fea7aa373fb5d35beaba730cdd99da74640f808,0x7d99440ba0c689e32f5df5c7980bd319bf80de6f,0x4289da039fd081483931b5dc95d09eb661432701,1.680013,USDT,2026-03-05 06:58:53,0,1,1
70c1688a6b00ffb5e60d5798ea79326c6d42a68da771191ef4c3317985b1d82f,0x76db0958db3b18c85e36aaa140ee491de09d4ced,0xcc1c23406adf20334b7bb1df9077ffd9c4eecb8d,1.21278,BTC,2026-03-10 13:55:43,0,0,0
c49a7e18b64539bb6c26fcbcbabaf850e9764132bb60eafe8d7e5985b8f0a2d2,0x8a654b3746ad8e12f6e7f09d51fdfa7a3829683e,0x2264d43ebbfae453b7295d40ddbf9eefcd2c009a,3.431836,USDT,2026-03-12 08:21:55,1,0,1
ef406e78789d57b36a598aedcbc85feaf3555ff776ea1c8540f29bda5977b7c2,0x440b6c87c58a0b5143ee6b6a16d15784203b1a1e,0xe9a5738eb7dba4f5ef75dd03525bd1ddde53b048,0.72114,ETH,2026-03-08 21:26:11,1,0,0
93ebfb5a76973da032b836e7c181c1fd1e30a8ad33ac20e985daff05552034fa,0x609f54a3131cf714571ff1427a0f2bdab7944d86,0x55f993a94205c1095f017688af5b818480f7b2c2,4.76439,BTC,2026-03-27 14:30:39,1,0,1
1f8af20fb5575d7db035e8edf48f6c8007f01c16ccfc5c392e743f528bf95791,0x896b04e4f1d257a10b6396ed0ae95c851183a3aa,0x935e41f73fbf1e1237ae61f00f10ebeb2534cf81,4.844902,USDT,2026-03-18 09:24:48,0,1,0
e44d90e7a4354dc945534e9e9762e4445788f1d71a806f2937fc66b2a9d9e555,0xffbe8dba195be0cc3663b8708469246fb209c95e,0x4e453303f94aaccee8d1d29c7e7b29184141b541,1.847018,BTC,2026-03-24 06:27:19,0,0,0
ce235fe9c71abd70a5a7075fe142a9abc8c8e581a8353f14de33c9bcc811feff,0x8120518791bd88e35fba5576b100ab4bbde3f9fd,0xf4d3fb04a76bfc26e3e8dcca8cb74a27597aca48,4.377578,USDT,2026-03-04 05:05:51,0,1,0
af799e58d7fa2c24e7bfd09f3f1da34f33cf17295d79f47c3fcfd6459ba152ac,0xdd35b9efaf5443112bad8b42cefe381cca41f8aa,0xe8902cd855345f946c20b0c74f475fbafe110c0b,3.87718,USDT,2026-03-11 17:38:53,0,0,1
bc43d36fe89dc5e111d71adca0bcb2fbe09b44eb62400e65f10cb6edb398571f,0x98af7a15b32a8511543eecd6fff7c725a223cb14,0x0ced569929a0070f899069d63512d6df76fb510c,1.139581,BTC,2026-03-04 00:47:52,1,1,1
0bf6d014906e45f6aceb1cbd6da4f541387a63f4567953b41d3ec1c1d63ece15,0x8a78843c0eb31e66ff7f594b0e62df874f4c0f4c,0x918f9ee748c14e6ceaca7f543fb2a6bbbe094c01,1.199587,ETH,2026-03-07 19:10:58,0,1,1
f3341b3c44bd150d6ca34646a6a12ddf7340d7489e471e93ad95252e370df326,0x32ebf5c16c812cb0830b8874308d3177f04ea349,0xf9b4a6589b52b5e552cd39e48bcd01e42b4d92d9,4.967651,USDT,2026-03-11 13:39:38,0,0,0
eda9617d7d1e052a3348f5f8c2d1d2444d2f82983b15327cf24033da0eec637d,0x82d4573e101ca8eccb1935f1f0ac035aaf7f4b7c,0xba88165857d3e2e170439ec2cab5c1b75670f04a,2.394476,USDT,2026-03-20 22:31:38,1,1,1
6d2818a4d834ca385eac60a5ad1bea7cd37bdd059605df7238aa5615b367b26b,0x1a946986dd5f58a6e9cc4d35917ee66c65745002,0x8a1a8fb1ea528da4a756eec1da74703b41b20591,0.239172,ETH,2026-03-17 22:38:06,0,0,1
9a97321bf655fdfbc8cf9a111369babf72ced9d998bc36862745c2d179ec892f,0x0b9a8e06dcb053d3e68feec2981ba7c80b3fe0ea,0x8eb7fcaa0b6bb6ac2ff0749b52d68d9687be52d3,1.885019,ETH,2026-03-07 02:26:56,0,1,0
b77e1c3b534226684da150caaa216219e6bf99d566e1c1cf41e523baadd135e9,0x6a24217472a953423464abffdfdf4185e2c3901f,0x2f472fa55a7f3da4090b02fd8d27b6c4ebae6746,3.361322,ETH,2026-03-04 12:32:39,0,1,1
882922b720219bea91c5e1b13170d8dac360ed02b7cb62323ed196b235e99324,0xf6076cb3cd3a2da5af022526d83f19fd9e6e7813,0x1931cb2c125ceddcc79f12b51b7a0993580b5ac9,3.869892,USDT,2026-03-10 20:03:32,0,0,1
c92fb60d049f01464ac42ded83fd6ab355aeb8138ddf2235e484a6f09f8039de,0xe9cb4982834776b6f697a08640bbffdf85211bd1,0xb3b66513904645cef18730a97ae1bc70aa413468,0.687162,BTC,2026-03-04 01:45:17,0,1,0
525f2b331ee7e4f20f52424b586097d100b7e8cad88184f8098a975cdc12c21e,0xe062a9bb8a60c9ebc688fe47fc37b49d4e58ed15,0x3e23fc623d56eb6db44d98a51089ae928947a970,1.184346,USDT,2026-03-27 01:50:12,1,0,0
527d302f638754e222d5ddb6edea52642bcb28ff072be100721f7736bb1a089c,0x32a474d6bad200de285943ed0bac865d915c0455,0x994ffe065dc47bf7ccd682973d5c7b17f61238f9,3.994042,USDT,2026-03-25 07:15:26,1,0,0
81b926b5c6be3eed14911cf1511437aae50b113d5c28758fbe25405c9c0e4f66,0x214e5f01644ab2e70c1e7eee2142ca3ddd915035,0x170110d2fae749e136f0a5fb3634bfe638f14f93,4.372621,USDT,2026-03-14 18:57:47,1,0,1
09317affc529b55e7dfbc36d87e26aa542ab1a4fef715e7f4736eb238dd5a3ea,0xdfb2556e7462a6de4d2483effad8131c57a4f8eb,0x5133feac973dd3ea6513af542d66c3247a9da3f3,0.70761,USDT,2026-03-28 08:37:43,0,0,1
2e2cff3ce8aa0442052889ae5057971db1a4eb5d00b35ada18ff0f1e2f640e05,0xbcc5f8d0a832d9490cafe6483a2a3c0264722ffd,0x07e1431304c5194f3e3c2a4f3b70082a5deea2a9,1.104981,BTC,2026-03-23 01:31:35,0,0,0
021c1acf0514a716ef1e913c12c24ee20a5becd72073ffbf6282dec1c06c1737,0xa8d1497e34c937c73ede6c8b2a5a75b7a5467a7d,0x56eab8520f0f80927007dd581b55e2beecb8d4ca,2.617206,BTC,2026-03-20 02:38:03,1,1,1
f589003342d96f7c0d98aacc32f0726314fd2015bae1dde676732157d7cbb878,0xe3bb8804cd9337386f7d1a95cc38a591690ae22c,0x39599aca1f75d8707eb8eb559cedbf7a3fa7b01c,2.150631,ETH,2026-03-01 13:49:31,1,0,1
9367e758484248f8c5980e4c6a7ba6dd4a004876b482be359a8042f3ad552b92,0x80e8a1ccd672476eadfa42e64a81ec817692daa0,0x5cc4c322472a091ad087f92cfb07383e23532391,0.580176,ETH,2026-03-04 00:18:23,0,0,1
1ccb1219b1e0d484d10f1036404683600d8661f34010840573dbcf0b331ea7a0,0x45f1023dfbd5685df27df53f221d7de28529fd5b,0xe26792c17b2cda7f0f500bcffa40c464a08ae331,3.232672,BTC,2026-03-02 05:10:18,0,0,1
4b6ee6b7c1e2e48d71327fb8327c1fd015a1ecb583c8f899179259acbd547cb6,0xc9b10acab8ad6a5560af4961de36fa070604b440,0x04582b67bcc568a98c1373b8a339ac9b27617040,4.839449,ETH,2026-03-08 23:03:07,1,1,0
d733b8bd7ec6539fe0e4baa3d28cc329a34b020afac0fecd72bdb7757cea6329,0xfc90e7e9f50f11674e0cebb18615feeeb6ceeab3,0x1389021ea9cb48c1906d4db25a1f48b3cb093e88,2.376185,USDT,2026-03-21 19:44:38,1,1,0
711c0f9cb13ef24cf22b14e3a189b3844d66bfe60780ebd9f0615e6b7ef63ba6,0x408dbc8f9f757d073ce44b8d0e48f2c8986489b8,0xa0049608a409119aa9ee2d8c5f41faa5f4f956b3,2.850376,USDT,2026-03-04 18:05:39,1,1,0
a4c55604337c0b5e8307e39d1ceba72ed22605b9fc971e309abab721f6d4ef41,0x48e8f5db5be42324d063b89af607414105e3d500,0x1d3cb1a207e42f96b08511a6a1b509b6ee84d221,0.957441,ETH,2026-03-19 18:34:56,0,0,1
e52e19757ee0c272d999ece7c40aad25cbd41f841d2c69d70f3b1476ed1e1f69,0xb11e3ae2da6653e8559fe418f1c99952f3e54be2,0x6a1fb023a7ff44ff26905cfd6cd943b878e687fe,0.139849,ETH,2026-02-28 20:53:25,0,1,1
1646140c3dfdea5f3f6eec8aad315191b588f61127f254f05355a674719d193d,0x5635423aee2a3a41be6ccca17254037b83196199,0x2cc87bd72e963b17c7f14cb5137ebc047b29ac6b,2.168952,BTC,2026-03-23 23:23:06,0,1,1
a3873bff58b6130d3a8f3984671155faed3ed55d4202825eab7e1c3292304ea2,0x0ad0436f85960808eae07e87ae6f2afabc20de81,0x62cd3228f8b2610f82e658a974aa66dc99b60df3,0.495071,USDT,2026-03-10 07:32:22,0,1,1
c7403b6d2e7a8e751a043c72c8d6bfd1404a404666c1a64774fa7a2f949e43aa,0xbdc2f5e0ea732454f880de56122c9e0b11c99193,0x94f557fc1cbf75d97c4213829733a92afc878a14,1.335959,USDT,2026-03-04 01:11:35,1,0,1
a058ab2d4e75a6b52607bc452b5d565963334ad70a370088ca54e256d6f2a886,0xc64fa0907bbb378bee56d44a8f15eab684cb7f61,0x9b19b03b155cc82a4924c6a427ccf0ecfb59fa87,2.18002,ETH,2026-03-19 11:22:49,1,1,0
4908593d8ad83153779d25ab09da6c081b105f1842b70fef1cd2716e5840bbe8,0xabbd132e33ece1b597d987eb9c67f2a38a33c7c0,0xb3af8ceed69bab3cb52130d0488d79e54bf2120d,0.823691,BTC,2026-03-16 19:10:49,0,1,1
462ba01e097f353bc7db77cc1c5d22ea155ff2bdc6736f1decc85640ca5d1e11,0xbc63295b150860c34ca828aa66e1da65d7c542c5,0x29a1b4434b559f852fec25525cac808e4b4cd495,1.122637,BTC,2026-03-09 15:24:53,1,1,0
147c55616362b4acf0f0305895ac029a269ea52f04f8aa55d5e5c67adbb2d8ac,0xc8636621174ff5b617eacea31ef25d1d8b700a07,0x3bb47ae3d8563c07039594477b68fb0f4f4be7a5,3.260957,BTC,2026-03-11 06:12:35,1,1,1
e138c3ee29d998a6b72e1c6666b250a889d52ff17091c7d68957b3ddc68efe04,0x81e785bdacea3856d75cb7330d7f04db14ae4ea8,0x69f013d93a885b7f77e1e32524180e9ce59424d4,0.795199,USDT,2026-03-13 16:35:40,1,0,0
17306a2b56b4aa8abc11d193afda05012014c34c3536a134ac3d6fcaa3a52c1b,0xea3257e18f7b6eef326f1c1f72d02f7907d220b5,0x9a37ea0ffd3987f186f758c4e89a1a13e06fb8ee,3.393876,ETH,2026-03-27 04:30:02,1,1,0
be57a1285cd82b466c3140b9333327bd2488f3833ede9efd7ef4c0c17637ed89,0xd0d00bfd3bb58c30ce46deb3b162105950730cde,0x1379fc391fc014dc49d1902171a3ddb76d0711aa,1.853352,USDT,2026-03-07 17:49:03,1,1,0
0350854fc729107bfb6f6feedeb8603eb357018e509d94d6102b391bdb8c5849,0xaffbe4ccac3b1f0223a11736e86cc5ef04c8c835,0xb4aa0972ca05a4765928eefa5048c521f34dc674,0.972026,BTC,2026-03-28 01:23:49,1,1,1
6244003cafa0fbea5d0703d857e2c39565de0070f810585ac00cd5d491e76243,0x90d29e40a6419b24c7743606a7ec940a9f07943e,0xe9bc88647f4d8b7a1ce9c6e407c6f71b19274786,0.468225,BTC,2026-03-16 07:15:39,1,1,0
83c3d97bde230919ba7f8fc349e2b58e40c53a4e0a637f7b620a6e86236f877f,0x9d8fa144e685d89806169742f971b4082ad9cf4a,0x5b02d18a2d9407dbfd2c0e3eceb6b7a6f7b0f672,4.093607,USDT,2026-03-26 20:05:01,1,1,1
8fa7800b2bfad6a97d227de6befa47b56964e96a4a0de6fdd8593f0712066d5c,0x952b7319339fe8ccea5b259c63e9e7200b74b154,0x371e12b683ad0d6cf6e13b9095a9277a11657619,0.985157,USDT,2026-03-19 10:16:43,1,0,0
f49f701e62dc2b7cd45464e36b2a4f9b03b74baf5fc73d70b8d403d213cd4cba,0x4211d72d35b7f3eaf4584a46b7c1b1aee885e048,0xb4ba76a98499a78a5c5c6f9fd393b70873de7743,2.216374,BTC,2026-03-10 14:00:29,1,0,0
812d7d13dc2c243ad517a69f7d45a5237df04e5ee0eb7d9263006b0367543c5a,0xe882e0f9a34221a578bd51032e1069368b9883a2,0xe7f9e5f0d48a7f493dc9a14d3d33030eb6cfc967,1.621843,BTC,2026-03-26 07:29:28,1,1,0
5a3ff30f4163f6ddbbdae748fd8b701bdbf0ea0f09305d06b21c588c9de28f52,0x6c82ba26b6ea015eef8420e0910094a2a6c56b94,0xea1078de565945be71929386e3c967f4aa84e8e3,2.365014,ETH,2026-03-03 09:21:47,1,0,1
bc12e29e3614cbb0891ef0c0b1747c467dfa3612c7d6b6691ad612c857219d6a,0x3340261ded8eab66ad6e1d44fac0b6c54f7e0867,0xfcfb50b9ad7d57adbc4f7f7481632a0bd1abf84c,0.057895,ETH,2026-03-20 07:38:52,0,0,0
a49399e1f37087043852eec866db8dace3ad81581f1730c8a33cd7001575af6a,0xa98b4dd0ab4508ee2294875587df9903634e2136,0xf88365c94becd446806351a194f74343d2b7bc30,3.808815,ETH,2026-03-11 08:36:53,0,1,0
1dc70ad2533667607792ffb094d6ac0ab918ed46895d408d2c2c6df5c2907f6c,0x3453534d1bfdf3255867f844ad713453f3d5acb0,0xdeac90b2f03ae7e49a230e41e74c1f7180384d34,3.905771,BTC,2026-03-01 23:51:32,1,0,0
d70aa00d70361929bf89fe244710ab7671f35d091c32737a2d00e24ec647adae,0xbed78d4a80eeb20b1906eba57a956683f23038f0,0x184408a80ff19f0957dc1e73ca3fe0892a436805,1.561809,USDT,2026-03-04 20:54:00,1,1,0
fd5fda7f3d1622bcc79c9cd9d5c0f8da4419eabc0e4217ab90b57da7945ef074,0x652dadbc4e4c2803bde125bfe8ab657284e63530,0x59915efe3081948ab78a215892cfbfa589cfd485,4.858132,ETH,2026-03-15 17:03:29,0,1,0
9b0f652514f858de93a49e2968a618b88e93274fbd327b6e73258917b0b6ee5b,0x0ede974b7d13a79faed31b81147100c12f7c8eb2,0xe122539e80f8fabc00208e1973b333db2a3f4540,1.953175,BTC,2026-03-22 12:45:02,0,1,1
3e919931a84c4a931318af86557564dbd1844572f36b2c1785729f20d8ce4ef8,0x141edf82dd7d01081b20fb67ad202e780ee1c395,0xc07a690d02b2f7870e439ea072f8e123206c88b1,2.359179,ETH,2026-03-13 22:36:04,0,0,1
1bfeece0bb5d221fe40aeaf0caedaeeaca662428701c77f3892790c931ee57b8,0xba8e23282e367f8e50e633f39fb1147e6da4cf77,0xfc76350111b0069ff2806fdf858c7934da680bf7,1.46964,USDT,2026-03-07 13:39:27,0,1,0
53495d2778fd719b987bd74ff2d1d57a98746512154e0cbc80325b8c11c9c35c,0xc60f6689ccc2ee76663e4a09a913a6624701e2d1,0x19cc2ba21997f2449d06a7d43375cb7ae1b745e6,2.108626,BTC,2026-03-25 04:44:49,1,0,1
