customer_id,kyc_monthly_income,pep_flag,adverse_media_flag,total_txn_amount,avg_txn_amount,txn_count,unique_countries,high_risk,exception_count,avg_change_frequency,verified_ratio,label
CUST-64,85081,1,0,3160927.13,197557.945625,16.0,5.0,1.0,2.0,5.0,1.0,1
CUST-65,129437,1,1,1842426.55,230303.31875,8.0,5.0,1.0,5.0,2.4,0.4,1
CUST-66,75758,1,0,1215340.18,135037.79777777777,9.0,4.0,1.0,3.0,2.0,0.3333333333333333,1
CUST-67,197035,1,1,1803579.85,257654.2642857143,7.0,4.0,1.0,1.0,2.0,1.0,1
CUST-68,57822,1,0,1524310.91,190538.86375,8.0,3.0,1.0,0.0,0.0,0.0,1
CUST-69,124519,0,1,4091206.81,272747.12066666665,15.0,4.0,1.0,4.0,3.5,0.25,1
CUST-70,127254,0,0,2418377.2,172741.2285714286,14.0,3.0,1.0,1.0,3.0,0.0,1
CUST-71,78841,1,1,3680244.27,368024.427,10.0,3.0,1.0,0.0,0.0,0.0,1
CUST-72,156936,1,0,1546329.54,257721.59,6.0,2.0,0.0,2.0,2.5,0.5,1
CUST-73,122318,1,0,2480737.56,413456.26,6.0,2.0,1.0,1.0,3.0,0.0,1
CUST-74,119451,1,0,678430.67,135686.13400000002,5.0,2.0,0.0,1.0,1.0,1.0,1
CUST-75,85521,0,1,2131291.2800000003,426258.25600000005,5.0,2.0,1.0,2.0,3.0,0.5,1
CUST-76,160822,0,1,2032442.19,203244.21899999998,10.0,3.0,1.0,2.0,3.0,0.0,1
CUST-77,12344,1,1,2142573.84,238063.75999999998,9.0,3.0,1.0,1.0,4.0,0.0,1
CUST-78,57224,1,1,2565875.84,213822.98666666666,12.0,4.0,1.0,3.0,2.6666666666666665,0.6666666666666666,1
CUST-79,112746,0,1,2175514.63,241723.84777777776,9.0,5.0,1.0,2.0,4.0,0.0,1
CUST-80,161396,1,1,1410032.03,156670.22555555555,9.0,4.0,1.0,0.0,0.0,0.0,1
CUST-81,61776,1,1,1745557.1,249365.30000000002,7.0,4.0,0.0,2.0,4.0,0.0,1
CUST-82,101215,1,1,1025685.9500000001,146526.5642857143,7.0,1.0,0.0,2.0,4.0,1.0,1
CUST-83,36693,0,1,4014516.9899999998,200725.84949999998,20.0,6.0,1.0,3.0,3.3333333333333335,0.6666666666666666,1
CUST-84,130116,0,1,2573798.26,285977.5844444444,9.0,3.0,1.0,3.0,4.666666666666667,0.3333333333333333,1
CUST-85,120039,0,1,3310570.7,220704.71333333335,15.0,5.0,1.0,0.0,0.0,0.0,1
CUST-86,195830,1,0,3111437.4899999998,311143.74899999995,10.0,4.0,1.0,1.0,2.0,0.0,1
CUST-87,118084,1,0,3338863.52,256835.65538461538,13.0,4.0,1.0,2.0,4.0,1.0,1
CUST-88,73239,0,0,1801827.3900000001,225228.42375000002,8.0,5.0,1.0,3.0,2.0,0.0,1
CUST-89,140039,1,0,3537373.48,353737.348,10.0,5.0,1.0,2.0,4.0,0.5,1
CUST-90,173200,1,1,2875257.52,261387.04727272727,11.0,4.0,1.0,1.0,4.0,0.0,1
CUST-91,159055,0,0,2357186.54,261909.61555555556,9.0,2.0,1.0,0.0,0.0,0.0,1
CUST-92,19837,0,1,3447630.33,287302.5275,12.0,2.0,1.0,0.0,0.0,0.0,1
CUST-93,10740,1,1,2735217.64,248656.1490909091,11.0,4.0,0.0,7.0,3.5714285714285716,0.5714285714285714,1
CUST-94,76239,1,1,2354579.96,196214.99666666667,12.0,5.0,1.0,2.0,4.0,1.0,1
CUST-95,54265,1,0,2488056.32,226186.93818181817,11.0,6.0,1.0,1.0,4.0,0.0,1
CUST-96,126448,1,1,3368508.7600000002,259116.0584615385,13.0,5.0,1.0,2.0,2.0,0.5,1
CUST-97,49896,0,0,1805291.31,180529.131,10.0,2.0,0.0,3.0,2.6666666666666665,0.3333333333333333,1
CUST-98,96510,1,1,1129052.93,225810.58599999998,5.0,2.0,0.0,6.0,2.8333333333333335,0.16666666666666666,1
CUST-99,30758,0,0,2548269.83,254826.983,10.0,5.0,1.0,0.0,0.0,0.0,1
CUST-100,28609,0,1,3203240.07,291203.6427272727,11.0,3.0,0.0,1.0,5.0,1.0,1
CUST-101,14778,1,1,750651.93,150130.386,5.0,1.0,0.0,0.0,0.0,0.0,1
CUST-102,24451,0,0,2956488.19,227422.16846153844,13.0,2.0,1.0,2.0,4.0,0.5,1
CUST-103,167935,0,0,3129278.5100000002,260773.2091666667,12.0,3.0,1.0,2.0,2.5,0.5,1
CUST-104,65201,1,1,3049487.16,304948.716,10.0,4.0,1.0,0.0,0.0,0.0,1
CUST-105,31193,0,0,1698938.77,283156.46166666667,6.0,3.0,1.0,0.0,0.0,0.0,1
CUST-106,155109,0,0,2162743.55,270342.94375,8.0,4.0,1.0,1.0,3.0,0.0,1
CUST-107,57416,0,1,2417551.42,241755.142,10.0,4.0,1.0,4.0,3.0,0.5,1
CUST-108,192168,0,0,3032146.7199999997,252678.8933333333,12.0,5.0,1.0,4.0,3.0,0.25,1
CUST-109,28811,0,0,3444731.96,229648.79733333332,15.0,4.0,1.0,1.0,5.0,1.0,1
CUST-110,150515,0,0,1631981.02,233140.14571428573,7.0,2.0,0.0,1.0,3.0,0.0,1
CUST-111,135815,0,1,2314538.1,178041.39230769232,13.0,4.0,1.0,2.0,2.5,0.5,1
CUST-112,134181,1,1,3625880.42,278913.87846153846,13.0,5.0,1.0,0.0,0.0,0.0,1
CUST-113,136829,0,0,3650972.32,280844.0246153846,13.0,5.0,1.0,1.0,1.0,0.0,1
CUST-114,182392,0,1,1603825.86,229117.98,7.0,4.0,1.0,1.0,4.0,0.0,1
CUST-115,27833,1,1,1832495.6099999999,229061.95124999998,8.0,3.0,0.0,1.0,2.0,0.0,1
CUST-116,37715,1,0,2609158.91,289906.54555555555,9.0,4.0,1.0,2.0,1.5,0.5,1
CUST-117,172079,1,1,1830842.9,166440.26363636364,11.0,3.0,1.0,0.0,0.0,0.0,1
CUST-118,57781,0,1,1186509.3900000001,237301.87800000003,5.0,4.0,1.0,4.0,3.0,0.5,1
CUST-119,41820,0,0,4834850.42,302178.15125,16.0,5.0,1.0,2.0,3.5,1.0,1
CUST-120,171624,0,1,2540593.31,169372.88733333335,15.0,6.0,1.0,3.0,3.0,1.0,1
CUST-121,177047,1,1,1036514.1,103651.41,10.0,3.0,1.0,0.0,0.0,0.0,1
CUST-122,178178,0,0,1987682.4,198768.24,10.0,3.0,1.0,4.0,3.0,0.25,1
CUST-123,85062,1,0,1647161.2,164716.12,10.0,3.0,1.0,0.0,0.0,0.0,1
CUST-124,92064,1,1,5336192.2,296455.1222222222,18.0,6.0,1.0,1.0,1.0,0.0,1
CUST-125,189384,1,0,2040532.8800000001,291504.6971428572,7.0,4.0,1.0,0.0,0.0,0.0,1
CUST-126,43030,0,0,2494821.59,277202.3988888889,9.0,3.0,1.0,3.0,4.333333333333333,0.0,1
CUST-127,197121,1,1,1993886.84,199388.684,10.0,3.0,0.0,4.0,3.5,0.5,1
CUST-128,95194,0,0,1936209.1800000002,193620.918,10.0,3.0,1.0,2.0,4.5,0.5,1
CUST-129,80889,0,1,611243.76,122248.75200000001,5.0,1.0,0.0,0.0,0.0,0.0,1
CUST-130,151278,1,0,2023241.81,337206.9683333333,6.0,3.0,1.0,1.0,3.0,0.0,1
CUST-131,188792,1,0,3659029.97,281463.8438461539,13.0,7.0,1.0,3.0,2.3333333333333335,0.3333333333333333,1
CUST-132,23782,1,1,2254127.6399999997,281765.95499999996,8.0,5.0,1.0,2.0,2.0,1.0,1
CUST-133,61764,0,1,1202132.79,171733.2557142857,7.0,3.0,1.0,1.0,2.0,0.0,1
CUST-134,73508,0,1,2772640.09,231053.34083333332,12.0,5.0,1.0,2.0,5.0,1.0,1
CUST-135,65786,1,0,1874498.59,208277.62111111113,9.0,4.0,1.0,2.0,4.0,0.0,1
CUST-136,58955,1,1,2554425.29,212868.77416666667,12.0,6.0,1.0,2.0,1.0,0.5,1
CUST-137,73252,0,0,2046945.5499999998,227438.39444444442,9.0,5.0,1.0,1.0,3.0,0.0,1
CUST-138,162257,1,0,1670774.44,208846.805,8.0,4.0,1.0,0.0,0.0,0.0,1
CUST-139,75493,0,1,2890547.89,240878.99083333334,12.0,4.0,1.0,2.0,1.5,0.5,1
CUST-140,107670,0,0,3063977.16,218855.51142857145,14.0,4.0,0.0,6.0,2.3333333333333335,0.5,1
CUST-141,43289,0,1,2341689.89,292711.23625,8.0,3.0,1.0,2.0,4.5,0.5,1
CUST-142,97582,1,0,3836955.1,274068.22142857144,14.0,6.0,1.0,5.0,2.8,0.8,1
CUST-143,151828,0,0,1456904.3,291380.86,5.0,3.0,1.0,3.0,3.3333333333333335,0.0,1
CUST-144,151521,1,0,1059009.21,132376.15125,8.0,2.0,0.0,4.0,2.75,0.75,1
CUST-145,116557,1,0,2087896.97,189808.81545454546,11.0,4.0,1.0,4.0,1.0,0.5,1
CUST-146,120376,1,1,2877971.53,319774.6144444444,9.0,5.0,1.0,1.0,1.0,1.0,1
CUST-147,181225,0,1,3429035.09,311730.4627272727,11.0,5.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-148,35403,0,0,3181108.1,289191.64545454545,11.0,4.0,1.0,2.0,2.0,0.5,1
CUST-149,100852,0,0,2085297.82,231699.7577777778,9.0,3.0,0.0,1.0,1.0,1.0,1
CUST-150,119756,1,0,936975.02,187395.00400000002,5.0,4.0,1.0,3.0,2.3333333333333335,0.3333333333333333,1
CUST-151,196030,0,0,1863776.17,155314.68083333332,12.0,5.0,1.0,1.0,1.0,1.0,1
CUST-152,194244,1,0,2673802.75,243072.97727272726,11.0,4.0,1.0,5.0,4.2,0.2,1
CUST-153,72834,0,1,2824692.23,256790.20272727273,11.0,3.0,1.0,2.0,3.0,1.0,1
CUST-154,11393,1,0,3437337.2600000002,214833.57875000002,16.0,6.0,1.0,3.0,3.0,0.6666666666666666,1
CUST-155,135060,0,1,2494774.76,226797.70545454544,11.0,4.0,1.0,2.0,1.5,1.0,1
CUST-156,106802,1,0,2462041.02,223821.91090909092,11.0,4.0,1.0,1.0,1.0,0.0,1
CUST-157,21312,0,1,947587.74,94758.774,10.0,4.0,1.0,1.0,1.0,1.0,1
CUST-158,103919,0,1,1757904.44,251129.2057142857,7.0,2.0,0.0,1.0,1.0,1.0,1
CUST-159,195383,1,1,1608217.24,201027.155,8.0,3.0,0.0,1.0,2.0,0.0,1
CUST-160,168350,1,0,3077913.52,279810.32,11.0,6.0,1.0,0.0,0.0,0.0,1
CUST-161,72139,0,1,2542841.76,254284.17599999998,10.0,2.0,0.0,5.0,3.4,0.8,1
CUST-162,127170,0,1,2161181.54,216118.154,10.0,2.0,0.0,5.0,3.0,0.8,1
CUST-163,48672,1,1,2158540.2399999998,166041.55692307692,13.0,6.0,1.0,2.0,2.5,0.5,1
CUST-164,193297,1,1,4077005.96,339750.49666666664,12.0,5.0,1.0,1.0,2.0,0.0,1
CUST-165,75958,1,0,1651337.1,183481.90000000002,9.0,4.0,1.0,2.0,2.0,0.0,1
CUST-166,186903,0,0,3217626.01,357514.0011111111,9.0,6.0,1.0,0.0,0.0,0.0,1
CUST-167,18490,1,1,1405190.09,281038.01800000004,5.0,3.0,0.0,2.0,3.0,0.0,1
CUST-168,82758,0,1,1356115.3399999999,150679.4822222222,9.0,4.0,1.0,1.0,5.0,0.0,1
CUST-169,87058,1,0,3056193.64,254682.80333333334,12.0,4.0,1.0,3.0,2.6666666666666665,1.0,1
CUST-170,174788,0,1,2636380.2199999997,239670.92909090908,11.0,5.0,1.0,0.0,0.0,0.0,1
CUST-171,162005,0,1,1387367.93,231227.9883333333,6.0,3.0,1.0,2.0,4.0,0.0,1
CUST-172,69137,0,1,2283980.23,207634.56636363638,11.0,3.0,1.0,6.0,3.5,0.6666666666666666,1
CUST-173,109096,0,1,3503718.19,269516.7838461538,13.0,5.0,1.0,2.0,3.5,0.5,1
CUST-174,89189,1,1,2245183.09,172706.39153846152,13.0,2.0,1.0,1.0,1.0,0.0,1
CUST-175,129791,0,1,1765586.45,176558.645,10.0,3.0,1.0,0.0,0.0,0.0,1
CUST-176,139748,1,1,3026679.43,216191.38785714286,14.0,4.0,1.0,4.0,3.0,0.5,1
CUST-177,29096,0,1,2649588.42,240871.67454545453,11.0,3.0,0.0,1.0,2.0,1.0,1
CUST-178,87665,0,0,1799123.21,224890.40125,8.0,5.0,1.0,3.0,4.333333333333333,0.0,1
CUST-179,38860,0,1,2245398.2199999997,187116.5183333333,12.0,3.0,1.0,1.0,1.0,1.0,1
CUST-180,85312,0,0,4438463.76,443846.376,10.0,4.0,1.0,2.0,1.5,0.5,1
CUST-181,20775,1,0,775601.05,96950.13125,8.0,4.0,1.0,1.0,1.0,1.0,1
CUST-182,174188,0,1,1570215.73,174468.41444444444,9.0,5.0,1.0,1.0,4.0,1.0,1
CUST-183,92621,0,1,777217.54,129536.25666666667,6.0,2.0,1.0,1.0,4.0,1.0,1
CUST-184,191805,1,0,4608447.600000001,230422.38000000003,20.0,6.0,1.0,1.0,5.0,1.0,1
CUST-185,132376,0,1,3061823.36,235524.87384615385,13.0,6.0,1.0,1.0,1.0,1.0,1
CUST-186,94352,1,1,2185007.91,364167.98500000004,6.0,3.0,0.0,1.0,5.0,0.0,1
CUST-187,179643,1,0,3336730.48,208545.655,16.0,6.0,1.0,5.0,2.8,0.8,1
CUST-188,169949,0,0,1145919.45,163702.77857142856,7.0,1.0,0.0,3.0,3.0,0.6666666666666666,1
CUST-189,65712,0,1,1018174.31,339391.4366666667,3.0,2.0,1.0,1.0,2.0,0.0,1
CUST-190,167620,1,1,4820399.0600000005,321359.93733333336,15.0,5.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-191,191118,1,0,3167907.13,243685.16384615382,13.0,2.0,1.0,4.0,2.25,0.5,1
CUST-192,72710,0,1,2860899.92,238408.32666666666,12.0,4.0,1.0,3.0,4.666666666666667,0.3333333333333333,1
CUST-193,65450,0,0,1138101.27,284525.3175,4.0,4.0,1.0,1.0,2.0,1.0,1
CUST-194,13851,1,1,2205147.48,367524.58,6.0,3.0,0.0,0.0,0.0,0.0,1
CUST-195,136495,1,1,2560246.18,232749.65272727274,11.0,4.0,1.0,1.0,3.0,1.0,1
CUST-196,188737,1,1,2842066.4699999997,236838.87249999997,12.0,4.0,1.0,2.0,3.0,1.0,1
CUST-197,95836,1,1,1525317.53,152531.753,10.0,6.0,1.0,2.0,3.5,0.5,1
CUST-198,112981,1,0,1491980.45,165775.60555555555,9.0,3.0,0.0,1.0,5.0,1.0,1
CUST-199,127685,0,1,2708108.9699999997,193436.35499999998,14.0,3.0,1.0,3.0,4.333333333333333,0.0,1
CUST-200,21043,1,0,1599343.8,199917.975,8.0,4.0,1.0,1.0,5.0,1.0,1
CUST-201,87680,1,0,445393.79000000004,74232.29833333334,6.0,1.0,0.0,5.0,2.6,0.4,1
CUST-202,83527,1,1,2439633.52,271070.3911111111,9.0,4.0,1.0,0.0,0.0,0.0,1
CUST-203,93951,0,1,1172409.48,195401.58,6.0,2.0,1.0,0.0,0.0,0.0,1
CUST-204,117639,0,0,5230952.25,307703.07352941175,17.0,4.0,1.0,1.0,4.0,1.0,1
CUST-205,77447,1,1,2038370.42,169864.20166666666,12.0,4.0,0.0,1.0,4.0,1.0,1
CUST-206,87102,1,1,3241417.04,360157.4488888889,9.0,4.0,1.0,0.0,0.0,0.0,1
CUST-207,94940,1,1,2571676.73,233788.79363636364,11.0,4.0,1.0,0.0,0.0,0.0,1
CUST-208,113523,1,1,4132240.68,275482.712,15.0,5.0,1.0,3.0,3.0,0.0,1
CUST-209,11883,1,1,2427105.1,186700.39230769232,13.0,4.0,1.0,5.0,2.0,0.6,1
CUST-210,159978,0,0,1778989.96,177898.99599999998,10.0,6.0,1.0,0.0,0.0,0.0,1
CUST-211,192768,1,1,2341755.73,260195.0811111111,9.0,3.0,1.0,5.0,2.4,0.8,1
CUST-212,105120,1,0,2311747.86,288968.4825,8.0,3.0,1.0,0.0,0.0,0.0,1
CUST-213,151305,0,1,3245088.75,270424.0625,12.0,3.0,1.0,2.0,1.5,0.5,1
CUST-214,195675,1,0,3550501.52,322772.8654545455,11.0,4.0,1.0,1.0,5.0,1.0,1
CUST-215,68705,1,1,3385696.21,211606.013125,16.0,6.0,1.0,3.0,1.6666666666666667,0.3333333333333333,1
CUST-216,90139,0,1,2179037.9,155645.56428571427,14.0,7.0,1.0,2.0,2.0,0.0,1
CUST-217,36381,1,0,3096448.59,238188.35307692306,13.0,2.0,1.0,3.0,4.0,0.3333333333333333,1
CUST-218,140140,1,0,2049347.83,204934.783,10.0,4.0,1.0,2.0,1.5,0.5,1
CUST-219,48442,1,0,2094252.71,261781.58875,8.0,4.0,1.0,2.0,3.5,0.5,1
CUST-220,175632,1,1,3723281.46,265948.6757142857,14.0,4.0,1.0,5.0,3.0,0.4,1
CUST-221,196499,1,0,880116.62,125730.94571428571,7.0,4.0,0.0,1.0,1.0,0.0,1
CUST-222,40661,0,0,2292946.14,191078.845,12.0,2.0,1.0,4.0,3.25,0.5,1
CUST-223,185309,1,0,2477332.26,225212.02363636362,11.0,3.0,1.0,0.0,0.0,0.0,1
CUST-224,66325,1,1,3630138.24,213537.54352941178,17.0,5.0,1.0,4.0,3.25,0.5,1
CUST-225,122319,0,1,1547279.88,221039.98285714284,7.0,3.0,1.0,1.0,4.0,1.0,1
CUST-226,105542,0,1,4028473.23,223804.06833333333,18.0,4.0,1.0,0.0,0.0,0.0,1
CUST-227,182131,1,1,2339648.37,259960.93000000002,9.0,4.0,1.0,3.0,1.6666666666666667,0.6666666666666666,1
CUST-228,105247,0,0,3554405.13,253886.0807142857,14.0,3.0,1.0,4.0,3.0,0.75,1
CUST-229,143682,1,1,2341323.23,180101.78692307693,13.0,3.0,1.0,0.0,0.0,0.0,1
CUST-230,198176,1,1,4566011.66,304400.77733333333,15.0,6.0,1.0,1.0,3.0,0.0,1
CUST-231,94809,1,0,3047715.75,338635.0833333333,9.0,4.0,1.0,2.0,4.0,0.0,1
CUST-232,172536,1,0,2908255.92,264386.9018181818,11.0,3.0,1.0,3.0,3.6666666666666665,1.0,1
CUST-233,152426,0,1,3694647.84,230915.49,16.0,3.0,1.0,1.0,2.0,1.0,1
CUST-234,92125,0,0,3173395.6,264449.63333333336,12.0,6.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-235,112719,1,1,4049107.76,224950.4311111111,18.0,6.0,1.0,3.0,3.3333333333333335,0.0,1
CUST-236,25761,1,1,2869343.78,239111.98166666666,12.0,4.0,1.0,1.0,2.0,1.0,1
CUST-237,46454,0,0,1876733.62,234591.7025,8.0,4.0,1.0,1.0,1.0,0.0,1
CUST-238,75518,1,1,3126343.6,240487.96923076923,13.0,4.0,1.0,1.0,4.0,1.0,1
CUST-239,45961,1,0,571239.54,114247.90800000001,5.0,2.0,0.0,1.0,3.0,1.0,1
CUST-240,117425,1,1,3212976.0500000003,356997.33888888895,9.0,3.0,1.0,0.0,0.0,0.0,1
CUST-241,173033,1,0,2661206.6,241927.87272727274,11.0,4.0,1.0,2.0,2.0,0.0,1
CUST-242,121038,0,1,2318179.96,210743.63272727272,11.0,5.0,1.0,4.0,2.25,0.75,1
CUST-243,12063,1,0,3387006.9,307909.7181818182,11.0,4.0,1.0,2.0,4.5,0.5,1
CUST-244,72420,0,0,3063154.19,255262.84916666665,12.0,4.0,1.0,3.0,3.0,0.6666666666666666,1
CUST-245,157203,1,1,1759808.81,293301.4683333333,6.0,2.0,1.0,2.0,2.0,0.5,1
CUST-246,127397,0,1,1429217.26,204173.89428571428,7.0,4.0,1.0,4.0,3.0,0.5,1
CUST-247,150740,0,0,2386813.65,216983.05909090908,11.0,4.0,1.0,3.0,2.0,0.3333333333333333,1
CUST-248,95247,1,1,2350735.1100000003,235073.51100000003,10.0,5.0,1.0,3.0,3.0,0.0,1
CUST-249,86356,1,0,2490168.23,311271.02875,8.0,5.0,1.0,1.0,2.0,0.0,1
CUST-250,31285,0,1,3567243.91,274403.3776923077,13.0,3.0,1.0,7.0,3.0,0.2857142857142857,1
CUST-251,174838,0,0,4331095.51,270693.469375,16.0,4.0,1.0,2.0,3.5,0.5,1
CUST-252,180070,0,1,3133551.69,261129.3075,12.0,3.0,1.0,2.0,4.5,0.0,1
CUST-253,172917,0,1,2331663.7199999997,211969.42909090908,11.0,4.0,1.0,0.0,0.0,0.0,1
CUST-254,186546,1,0,1632620.67,181402.29666666666,9.0,4.0,1.0,0.0,0.0,0.0,1
CUST-255,30324,1,0,3681939.04,409104.3377777778,9.0,4.0,1.0,2.0,3.0,0.5,1
CUST-256,112131,0,0,896702.18,149450.36333333334,6.0,3.0,1.0,2.0,3.5,0.0,1
